"riactivityId","riactivityTypeName","year","date","domainName","interventionAreaName"
"docdbRS20070348A","Patent",2009,"2009-01-01","Electric and electronic technologies","Energy supply"
"docdbRS95104A","Patent",2007,"2007-01-01","Health & wellbeing","Environmental and social health determinants"
"docdbWO2008091172A2","Patent",2008,"2008-01-01","Energy","Energy supply"
"docdbRS20100133A","Patent",2011,"2011-01-01","Food","Food systems"
"CORDIS-101434","FP7",2011,"2011-12-01","Energy","Energy supply"
"CORDIS-206172","H2020",2017,"2017-01-01","ICT","Social and economic transformations"
"docdbRS1137U","Patent",2010,"2010-01-01","Transport","Clean transport and mobility"
"583881-CREA-1-2017-1-IT-CULT-COOP2","Creative Europe",2017,"2017-01-01","Better societies - governance, culture, education and the economy","Next generation internet"
"docdbRS20120580A1","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-199936","H2020",2015,"2015-11-01","Better societies - governance, culture, education and the economy","Environmental and social health determinants"
"CORDIS-97614","FP7",2008,"2008-02-01","Food","Food systems"
"docdbBRPI0823361A2","Patent",2015,"2015-01-01","Energy","Low-carbon and clean industries"
"docdbGB2502779A","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090349A","Patent",2011,"2011-01-01","Heavy machinery","Artificial intelligence and robotics"
"CORDIS-85305","FP7",2008,"2008-04-01","Better societies - governance, culture, education and the economy","Next generation internet"
"docdbWO2013063661A2","Patent",2013,"2013-01-01","Energy","Energy supply"
"docdbRS20110073A2","Patent",2012,"2012-01-01","Process industries and materials","Advanced materials"
"docdbCN101802390A","Patent",2010,"2010-01-01","Energy","Low-carbon and clean industries"
"docdbBRPI0614592A2","Patent",2016,"2016-01-01","No domain","No intervention area"
"docdbRS1172U","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100166A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20140537A1","Patent",2016,"2016-01-01","Process industries and materials","Advanced materials"
"docdbWO2008003144A1","Patent",2008,"2008-01-01","Heavy machinery","Health care systems"
"CORDIS-191849","CIP",2008,"2008-06-01","Better societies - governance, culture, education and the economy","Advanced computing and Big Data"
"docdbRS20100224A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100260A2","Patent",2012,"2012-01-01","Process industries and materials","Low-carbon and clean industries"
"docdbRS20050160A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-89678","FP7",2008,"2008-12-01","ICT","Artificial intelligence and robotics"
"docdbRS20120020A1","Patent",2013,"2013-01-01","Energy","Low-carbon and clean industries"
"docdbRS20090361A","Patent",2011,"2011-01-01","Health & wellbeing","Food systems"
"docdbEP2883181A1","Patent",2015,"2015-01-01","ICT","Artificial intelligence and robotics"
"CORDIS-191765","CIP",2013,"2013-02-01","ICT","Energy supply"
"CORDIS-88416","FP7",2008,"2008-04-01","Health & wellbeing","Food systems"
"docdbRS1082U","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2012010518A1","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20060415A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080186A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2011162630A1","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070036A","Patent",2007,"2007-01-01","Electric and electronic technologies","Energy storage"
"CORDIS-191849","CIP",2008,"2008-06-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbWO2012033422A1","Patent",2012,"2012-01-01","Health & wellbeing","Bio-based innovation systems"
"docdbRS20070108A","Patent",2009,"2009-01-01","Electric and electronic technologies","Energy storage"
"docdbRS20140263A1","Patent",2015,"2015-01-01","Process industries and materials","Bio-based innovation systems"
"docdbRS1345U","Patent",2013,"2013-01-01","ICT","Artificial intelligence and robotics"
"docdbUS2014089201A1","Patent",2014,"2014-01-01","ICT","Artificial intelligence and robotics"
"docdbUS2011289118A1","Patent",2011,"2011-01-01","ICT","Advanced computing and Big Data"
"docdbRS20060608A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070074A","Patent",2009,"2009-01-01","Heavy machinery","Advanced computing and Big Data"
"docdbRS20140604A1","Patent",2016,"2016-01-01","Heavy machinery","Energy storage"
"docdbUS2013314009A1","Patent",2013,"2013-01-01","Electric and electronic technologies","Energy storage"
"docdbEP2687804A1","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbHRP20090465A2","Patent",2011,"2011-01-01","Energy","Energy supply"
"docdbRS20110366A1","Patent",2013,"2013-01-01","Health & wellbeing","Low-carbon and clean industries"
"docdbWO2016036267A1","Patent",2016,"2016-01-01","ICT","Advanced computing and Big Data"
"docdbUS2012262576A1","Patent",2012,"2012-01-01","ICT","Advanced computing and Big Data"
"570516-CREA-1-2016-1-IT-CULT-COOP1","Creative Europe",2016,"2016-01-01","ICT","Next generation internet"
"docdbWO2009136804A2","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20130287A1","Patent",2014,"2014-01-01","Food","Food systems"
"docdbUS2014013215A1","Patent",2014,"2014-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20090240A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2015130184A1","Patent",2015,"2015-01-01","Health & wellbeing","Low-carbon and clean industries"
"docdbRS20060365A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20050324A","Patent",2008,"2008-01-01","Food","Food systems"
"docdbUS2013314017A1","Patent",2013,"2013-01-01","Electric and electronic technologies","Energy storage"
"CORDIS-203535","H2020",2016,"2016-09-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20130208A1","Patent",2015,"2015-01-01","Heavy machinery","Energy supply"
"docdbRS20120385A1","Patent",2014,"2014-01-01","Health & wellbeing","Low-carbon and clean industries"
"docdbRS20070320A","Patent",2009,"2009-01-01","Energy","Energy storage"
"docdbWO2016137349A2","Patent",2016,"2016-01-01","Process industries and materials","Low-carbon and clean industries"
"docdbWO2013026073A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbUS2015027825A1","Patent",2015,"2015-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090416A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090227A","Patent",2011,"2011-01-01","Food","Agriculture, forestry and rural areas"
"docdbRS20100570A","Patent",2011,"2011-01-01","ICT","Artificial intelligence and robotics"
"EACEA-522678","Culture",2012,"2012-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"CORDIS-205866","H2020",2016,"2016-11-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"CORDIS-110183","FP7",2013,"2013-09-01","ICT","Social and economic transformations"
"docdbRS1135U","Patent",2010,"2010-01-01","Food","Bio-based innovation systems"
"docdbRS1205U","Patent",2011,"2011-01-01","Food","Food systems"
"docdbWO2012177159A1","Patent",2012,"2012-01-01","ICT","Artificial intelligence and robotics"
"CORDIS-93344","FP7",2009,"2009-11-01","Health & wellbeing","Environmental and social health determinants"
"docdbRS20090161A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-194361","H2020",2015,"2015-03-01","ICT","Food systems"
"docdbRS20050625A","Patent",2007,"2007-01-01","Electric and electronic technologies","Energy supply"
"docdbRS1114U","Patent",2010,"2010-01-01","Health & wellbeing","Environmental and social health determinants"
"CORDIS-191787","CIP",2013,"2013-03-01","ICT","Advanced computing and Big Data"
"CORDIS-193402","H2020",2015,"2015-06-01","ICT","Advanced computing and Big Data"
"docdbRS20100128A","Patent",2011,"2011-01-01","Process industries and materials","Advanced materials"
"559507-CREA-1-2015-1-HR-CULT-COOP1","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbWO2016171577A1","Patent",2016,"2016-01-01","Energy","Advanced materials"
"docdbUS2013192831A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080099A","Patent",2010,"2010-01-01","Energy","Advanced materials"
"docdbRS20080104A","Patent",2010,"2010-01-01","Electric and electronic technologies","Low-carbon and clean industries"
"docdbEP2701364A1","Patent",2014,"2014-01-01","ICT","Next generation internet"
"docdbWO2009135274A2","Patent",2009,"2009-01-01","Transport","Low-carbon and clean industries"
"docdbRS20070136A","Patent",2008,"2008-01-01","Energy","Energy storage"
"docdbRS20070063A","Patent",2009,"2009-01-01","Process industries and materials","Advanced materials"
"docdbRS1314U","Patent",2013,"2013-01-01","ICT","Advanced computing and Big Data"
"docdbRS20060632A","Patent",2008,"2008-01-01","Heavy machinery","Agriculture, forestry and rural areas"
"docdbRS20080064A","Patent",2009,"2009-01-01","Food","Low-carbon and clean industries"
"docdbRS20080024A","Patent",2009,"2009-01-01","Food","Advanced materials"
"CORDIS-90952","FP7",2009,"2009-06-01","Energy","Tools, technologies and digital solutions for health"
"docdbRS20140196A1","Patent",2015,"2015-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1030U","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100576A","Patent",2011,"2011-01-01","Process industries and materials","Low-carbon and clean industries"
"docdbRS20100536A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2007085062A1","Patent",2007,"2007-01-01","Process industries and materials","Advanced materials"
"docdbRS20090479A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1237U","Patent",2012,"2012-01-01","Heavy machinery","Energy supply"
"570486-CREA-1-2016-1-UK-CULT-COOP1","Creative Europe",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbWO2016027044A1","Patent",2016,"2016-01-01","Transport","Low-carbon and clean industries"
"CORDIS-91009","FP7",2009,"2009-05-01","Energy","Energy supply"
"docdbRS20070024A","Patent",2009,"2009-01-01","Heavy machinery","Energy supply"
"docdbRS20090277A","Patent",2011,"2011-01-01","Food","Bio-based innovation systems"
"docdbWO2009018629A1","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbDE102010017797A1","Patent",2012,"2012-01-01","Process industries and materials","Advanced materials"
"docdbUS2014055739A1","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS849U","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbDK2596235T3","Patent",2014,"2014-01-01","Energy","Energy supply"
"docdbRS20080182A","Patent",2009,"2009-01-01","Electric and electronic technologies","Energy storage"
"docdbRU2525103C1","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbUS2013147093A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20060221A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-99992","FP7",2011,"2011-05-01","Transport","Protection and Security"
"docdbUS2011307535A1","Patent",2011,"2011-01-01","ICT","Artificial intelligence and robotics"
"CORDIS-89033","FP7",2008,"2008-10-01","Better societies - governance, culture, education and the economy","Artificial intelligence and robotics"
"docdbRS20100058A","Patent",2011,"2011-01-01","Energy","Low-carbon and clean industries"
"docdbRS83504A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbDE102010024896A1","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100415A2","Patent",2012,"2012-01-01","Heavy machinery","Energy storage"
"docdbRS20140070A1","Patent",2015,"2015-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090328A","Patent",2011,"2011-01-01","Energy","Advanced materials"
"docdbRS1109U","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070068A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2009102228A2","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-106215","FP7",2013,"2013-02-01","Energy","Energy supply"
"docdbRS20504A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2013015700A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"EACEA-536092","Culture",2013,"2013-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20100365A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbEP2988240A1","Patent",2016,"2016-01-01","ICT","Artificial intelligence and robotics"
"docdbWO2008144851A1","Patent",2008,"2008-01-01","Heavy machinery","Clean transport and mobility"
"docdbRS20060258A","Patent",2007,"2007-01-01","Health & wellbeing","Health care systems"
"CORDIS-206194","H2020",2017,"2017-01-01","Food","Advanced computing and Big Data"
"docdbUS2011289118A1","Patent",2011,"2011-01-01","ICT","Cultural heritage"
"docdbRS910U","Patent",2008,"2008-01-01","Electric and electronic technologies","Energy storage"
"docdbRS20080420A","Patent",2010,"2010-01-01","Electric and electronic technologies","Energy storage"
