"riactivityId","affiliationName","countryName","riactivityType"
"docdbWO2008044906A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"CORDIS-208229","FOUNDATION FOR MANAGEMENT AND INDUSTRIAL RESEARCH SKOPJE","Macedonia","H2020"
"docdbRS20120407A1","Vlatacom Institut DOO Beograd","Serbia","Patent"
"EACEA-148951","NARODNA BIBLIOTEKA SRBIJE","Serbia","Culture"
"docdbRS934U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080052A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-88425","MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA","Serbia","FP7"
"CORDIS-87537","St. Clement of Ohrid University of Bitola","Macedonia","FP7"
"CORDIS-100730","INSTITUT ZA FIZIKU","Serbia","FP7"
"CORDIS-97613","MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA","Serbia","FP7"
"docdbRS20100013A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080373A","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-507463","Narodna Biblioteka Srbije / National Library of SerbiaName: SRETEN   UGRIČIĆ","Serbia","Culture"
"docdbRS20060393A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-95372","J.U. PRIRODNJACKI MUZEJ CRNE GORE PODGORICA","Montenegro","FP7"
"CORDIS-211706","University of Belgrade","Serbia","H2020"
"CORDIS-86416","The Republic Hydrometeorological Institute of the Republic of Montenegro","Montenegro","FP7"
"docdbRS20100151A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1111U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-87964","Ministry of Education and Science (Macedonia, FYR of)","Macedonia","FP7"
"docdbRS20120223A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060632A","Individual applicant (Montenegro)","Montenegro","Patent"
"578967-CREA-1-2016-1-MK-CULT-LIT1","ASSOCIATION FOR PUBLISHING TRADE AND SERVICES ANTOLOG-BOOKS DOOEL EXPORT-IMPORT SKOPJE","Macedonia","Creative Europe"
"docdbRS20090149A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060626A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS899U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090177A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070381A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080398A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-204348","VISOKA TEHNICKA SKOLA STRUKOVNIH STUDIJA U ZRENJANINU","Serbia","H2020"
"docdbRS963U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS916U","Individual applicant (Serbia)","Serbia","Patent"
"570795-CREA-1-2016-1-IT-CULT-COOP2","SARAJEVSKA FILHARMONIJA","Bosnia and Herzegovina","Creative Europe"
"docdbWO2014124502A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbHRP20050452A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20090046A","ROTECH EI D O O ","Serbia","Patent"
"docdbRS1417U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080238A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110210A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110278A2","RT-RK Computer Based Systems LLC","Serbia","Patent"
"CORDIS-191895","PREDUZECE ZA INFORMACIONE TEHNOLOGIJE I ELEKTRONSKO TRGOVANJE BELIT DOO","Serbia","CIP"
"docdbRS20070021A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-85772","INSTITUT ZA FIZIKU","Serbia","FP7"
"docdbRS20090017A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-211161","University of Sarajevo","Bosnia and Herzegovina","H2020"
"docdbRS20140018A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"CORDIS-211161","VANJSKOTRGOVINSKA/SPOLJNOTRGOVINSKA KOMORA BIH","Bosnia and Herzegovina","H2020"
"docdbRS1102U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080245A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016148594A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110425A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-109577","University of Belgrade","Serbia","FP7"
"docdbRS20120525A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbHRP20160409T1","AL PACK D O O ","Serbia","Patent"
"docdbRS20140190A1","CAM Engineering","Serbia","Patent"
"docdbRS20070159A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1114U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-88139","University of Novi Sad","Serbia","FP7"
"docdbRS20080490A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100319A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-97207","University of Belgrade","Serbia","FP7"
"docdbRS20130190A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080018A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150353A1","University of Novi Sad","Serbia","Patent"
"docdbWO2007112517A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-87271","University of Belgrade","Serbia","FP7"
"docdbRS20140358A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090032A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130192A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150595A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbKR20140097148A","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS906U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2011014833A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-90354","TEHNOLOSKI FAKULTET NOVI SAD","Serbia","FP7"
"docdbRS20060540A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1310U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-191895","BEOGRADSKE ELEKTRANE","Serbia","CIP"
"CORDIS-101721","University of Niš","Serbia","FP7"
"EUREKA-Network_Projects-2144","Innovation Center d.o.o., FME-UB ","Serbia","Eureka"
"docdbRS20100005A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070045A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120129A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-102122","Ministry of Education, Science and Technology","Kosovo","FP7"
"CORDIS-210276","JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA","Montenegro","H2020"
"CORDIS-109025","INSTITUT ZA MOLEKULARNU GENETIKU I GENETICKO INZENJERSTVO","Serbia","FP7"
"CORDIS-199450","Institute for Nature Conservation in Albania (INCA)","Albania","H2020"
"docdbRS20070277A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-194893","St. Clement of Ohrid University of Bitola","Macedonia","H2020"
"docdbRS1085U","DISTRON D O O ","Serbia","Patent"
"docdbRS20090325A","Military Technical Institute (VTI) Belgrade","Serbia","Patent"
"CORDIS-204275","JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA","Montenegro","H2020"
"CORDIS-110719","BioIRC d.o.o. Kragujevac","Serbia","FP7"
"docdbUS2014089201A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20050209A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1041U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-88477","SEEDEV DOO BEOGRAD","Serbia","FP7"
"docdbUS2007191344A1","LE JOELLE,","Serbia","Patent"
"docdbRS1076U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016176485A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbUS2012143861A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-99690","University of Belgrade","Serbia","FP7"
"docdbRS1028U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-206172","DRUSTVO ZA INFORMATICKA DEJNOST PICKATALE DOOEL TETOVO","Macedonia","H2020"
"docdbRS20060599A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100210A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-198650","University of Novi Sad","Serbia","H2020"
"docdbRS20160193A2","University of Belgrade","Serbia","Patent"
"EUREKA-Network_Projects-2475","Swiss Nature doo Beograd","Serbia","Eureka"
"docdbWO2014123439A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1013U","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-513614","AAA  Production d.o.o.","Serbia","Culture"
"docdbRS20110320A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-100573","IKT MREZA UDRUZENJE","Serbia","FP7"
"docdbRS20140334A1","University of Belgrade","Serbia","Patent"
"docdbRS1043U","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-1785","University of Belgrade","Serbia","Eureka"
"docdbRS20140002A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-205813","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","Serbia","H2020"
"CORDIS-111240","UNIVERZITET U BEOGRADU – FAKULTET POLITIČKIH NAUKA","Serbia","FP7"
"CORDIS-101812","University Clinical Center of Sarajevo","Bosnia and Herzegovina","FP7"
"docdbRS20080177A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060445A","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS20130414A1","Individual applicant (Serbia)","Serbia","Patent"
"552236-CREA-1-2014-1-IT-CULT-COOP1","RING RING","Serbia","Creative Europe"
"CORDIS-207448","University of Medicine, Tirana","Albania","H2020"
"docdbWO2009031165A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080360A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2012123769A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016092381A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-198771","PRIVREDNO DRUSTVO ZA PRUZANJE USLUGA ISTRAZIVANJE I RAZVOJ NISSATECH INNOVATION CENTRE DOO","Serbia","H2020"
"CORDIS-88550","University of Belgrade","Serbia","FP7"
"EACEA-522658","Public Room (Macedonia, FYR of)","Macedonia","Culture"
"EUREKA-Network_Projects-2024","PELETI d.o.o.","Serbia","Eureka"
"docdbRS20110241A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-86416","JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA","Montenegro","FP7"
"docdbRS1034U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080049A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2014215836A1","Individual applicant (Albania)","Albania","Patent"
"docdbRS1124U","Individual applicant (Serbia)","Serbia","Patent"
"docdbCA2860058A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-196628","Institut za nuklearne nauke Vinca","Serbia","H2020"
"docdbRS20110375A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140099A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2012265621A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1180U","Individual applicant (Serbia)","Serbia","Patent"
"559649-CREA-1-2015-1-FR-CULT-COOP1","SARAJEVSKI RATNI TEATAR","Bosnia and Herzegovina","Creative Europe"
"docdbRS20050754A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2010019064A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150403A1","University of Belgrade","Serbia","Patent"
"docdbRS20070158A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-92037","MINISTARSTVO PROSVJETE I NAUKE","Montenegro","FP7"
"docdbWO2014082139A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20060573A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1480U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100321A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200534","BALKANSKA BEZBEDNOSNA MREZA UDRUZENJE","Serbia","H2020"
"docdbHRP20140247T1","ALIND & KRAJA SHA ","Albania","Patent"
"docdbRS111304A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2014371930A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20090473A","Individual applicant (Serbia)","Serbia","Patent"
"docdbCA2696502A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbEP2164395A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2007131305A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20050943A","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-522576","Cultural Centre Dom omladine","Serbia","Culture"
"docdbRS845U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2011010195A1","Individual applicant (Serbia)","Serbia","Patent"
"561165-CREA-1-2015-1-RS-CULT-LIT1","DERETA DOO","Serbia","Creative Europe"
"CORDIS-193324","University of Belgrade","Serbia","H2020"
"docdbRS1294U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2012165990A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbZA201206712B","OBSCHESTVO S OGRANICHENNOJ OTVETSTVENNOST'JU KORPORAZIJA'STROY INVEST PROEKT M (OOO KORPORAZIJA STRO ","Serbia","Patent"
"docdbRS20120302A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1171U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120476A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2010295599A1","MARVELL WORLD TRADE LTD (Albania)","Albania","Patent"
"docdbRS927U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-107653","ALTEA and Geostudio 2000","Albania","FP7"
"docdbRS20070092A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100133A","University of Novi Sad","Serbia","Patent"
"docdbRS1354U","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2011222772A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1168U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060689A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016036266A1","HDDSURGERY D O O ","Serbia","Patent"
"CORDIS-87931","University of Novi Sad","Serbia","FP7"
"docdbRS20060211A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-194928","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","Serbia","H2020"
"docdbRS20080104A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-102447","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"EACEA-149302","MUNICIPALITY OF SAMOTHRACE","Macedonia","Culture"
"docdbRS890U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060349A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060357A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070396A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070441A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1007U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-191825","FEDERATION OF FARMERS OF REPUBLIC OF MACEDONIA SKOPJE ZRDUZENJE","Macedonia","CIP"
"docdbRS20050633A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060214A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060112A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1404U1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-93250","INSTITUT ZA NIZIJSKO SUMARSTVO I ZIVOTNU SREDINU","Serbia","FP7"
"docdbGB2526253A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050877A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-196829","FONDACIJA ZA RAZVOJ ODRZIVOG DIZAJNA SARAJEVO","Bosnia and Herzegovina","H2020"
"CORDIS-109672","J.U. PRIRODNJACKI MUZEJ CRNE GORE PODGORICA","Montenegro","FP7"
"docdbWO2010005334A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2012154673A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS849U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120415A1","University of Novi Sad","Serbia","Patent"
"552690-CREA-1-2014-1-AL-CULT-LIT1","BOTIME PEGI SHPK","Albania","Creative Europe"
"docdbRS83504A","Individual applicant (Serbia)","Serbia","Patent"
"docdbES2433249T3","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"594389-CREA-1-2017-1-MK-CULT-LIT1","PUBLISHING COMPANY PABLISHER DOOEL SKOPJE","Macedonia","Creative Europe"
"docdbRS20060424A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-191776","CITY OF NOVI SAD","Serbia","CIP"
"EACEA-522678","Centar tradicionalne kulture i umetnosti “Kosta Abrašević","Serbia","Culture"
"docdbRS1414U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060359A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2008040033A2","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-1877","University of Novi Sad","Serbia","Eureka"
"docdbRS20090011A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050788A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2015","University of Belgrade","Serbia","Eureka"
"docdbRS20090309A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130031A1","PROTECH INTEGRA DOO ","Serbia","Patent"
"docdbRS20150312A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbMA34431B1","GENENTECH INC ","Serbia","Patent"
"docdbEP2528636A1","VESALIUS MEDICAL TECHNOLOGIES BVBA ","Bosnia and Herzegovina","Patent"
"CORDIS-102710","TETRA PAK PRODUCTION DRUSTVO SA OGRANICENOM ODGOVORNOSCU BEOGRAD","Serbia","FP7"
"EACEA-536547","Kulturni Front","Serbia","Culture"
"570503-CREA-1-2016-1-SI-CULT-COOP2","MUZEJ SAVREMENE UMETNOSTI VOJVODINE","Serbia","Creative Europe"
"docdbRS20100501A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120345A1","TRK INOVACIJE DOO NOVI SAD ","Serbia","Patent"
"CORDIS-86227","MINISTARSTVO NAUKE","Montenegro","FP7"
"docdbRS20130003A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS983U","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2298","MG SOFT d.o.o.","Montenegro","Eureka"
"docdbRS20090338A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060364A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100205A","NBS ZD ZA IZRADU NOV & CCARON ANICA I KOVANOG NOVCA TOP & CCARON IDER ","Serbia","Patent"
"docdbRS20100189A","Individual applicant (Serbia)","Serbia","Patent"
"docdbGB2500888A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100216A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS52604A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-197908","Independent University Banja Luka","Bosnia and Herzegovina","H2020"
"docdbRS42104A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193229","University of Kragujevac","Serbia","H2020"
"CORDIS-205696","University of Sarajevo","Bosnia and Herzegovina","H2020"
"docdbRS20080522A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100396A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050454A","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-513674","Biblioteka grada Beograda / Belgrade City Library","Serbia","Culture"
"docdbRS1373U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS999U","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS20080098A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060661A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050437A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110268A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-194602","University of Belgrade","Serbia","H2020"
"CORDIS-191932","University of Belgrade","Serbia","CIP"
"docdbRS20070135A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2011175994A1","INSTITUT PASTEUR KOREA","Serbia","Patent"
"docdbGR20070100646A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-1724","Institute for Medical Research (U Belgrade)","Serbia","Eureka"
"docdbRS834U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140064A1","TEHNICKI OPITNI CENTAR ","Serbia","Patent"
